,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price
588,In-Store,WARE-PUJ1005,04/10/18,08/08/18,08/16/18,4,301,4,0.1,566.02,884.4
589,In-Store,WARE-NBV1002,04/10/18,08/08/18,08/21/18,8,81,5,0.075,382.7,683.4
590,Online,WARE-NBV1002,04/10/18,08/08/18,09/05/18,15,68,1,0.075,481.8,"1,025.10"
591,Wholesale,WARE-NMK1003,04/10/18,08/08/18,08/11/18,28,87,7,0.4,"2,276.46","3,731.90"
592,Online,WARE-MKL1006,04/10/18,08/08/18,08/14/18,12,340,2,0.1,"3,229.27","5,567.70"
593,In-Store,WARE-NMK1003,04/10/18,08/08/18,08/25/18,5,95,6,0.1,525.55,991.6
594,Online,WARE-NMK1003,04/10/18,08/08/18,08/17/18,18,94,8,0.1,"3,043.48","3,852.50"
595,In-Store,WARE-PUJ1005,04/10/18,08/08/18,08/28/18,9,263,1,0.05,"1,835.87","3,906.10"
596,Online,WARE-UHY1004,04/10/18,08/08/18,08/10/18,16,245,1,0.15,"2,354.65","5,118.80"
597,Online,WARE-PUJ1005,04/10/18,08/08/18,09/01/18,18,284,7,0.05,"4,404.31","6,117.10"
598,Distributor,WARE-PUJ1005,04/10/18,08/08/18,08/22/18,25,279,6,0.1,850.83,"1,025.10"
599,In-Store,WARE-NMK1003,04/10/18,08/08/18,08/10/18,2,114,7,0.15,462.9,944.7
600,In-Store,WARE-PUJ1005,04/10/18,08/09/18,08/14/18,7,303,3,0.2,656.06,"1,025.10"
601,In-Store,WARE-PUJ1005,04/10/18,08/09/18,08/20/18,5,264,8,0.1,"2,045.38","3,859.20"
602,Wholesale,WARE-MKL1006,04/10/18,08/09/18,08/15/18,27,329,4,0.1,91.32,194.3
603,In-Store,WARE-NBV1002,04/10/18,08/09/18,09/05/18,1,82,4,0.05,"4,638.08","6,184.10"
604,Distributor,WARE-NMK1003,04/10/18,08/09/18,08/15/18,24,131,3,0.2,916.16,"1,728.60"
605,In-Store,WARE-UHY1004,04/10/18,08/09/18,09/06/18,1,204,6,0.1,772.98,931.3
606,In-Store,WARE-NMK1003,04/10/18,08/09/18,08/28/18,12,131,6,0.3,"2,797.92","3,886.00"
607,Distributor,WARE-NBV1002,04/10/18,08/09/18,08/25/18,23,75,3,0.4,96.15,234.5
608,In-Store,WARE-UHY1004,04/10/18,08/09/18,08/31/18,11,213,3,0.075,"1,989.90","3,979.80"
609,Wholesale,WARE-UHY1004,04/10/18,08/10/18,08/24/18,28,232,1,0.075,"1,846.19","3,356.70"
610,In-Store,WARE-XYS1001,04/10/18,08/10/18,08/12/18,8,52,6,0.1,"1,309.98","2,519.20"
611,In-Store,WARE-XYS1001,04/10/18,08/10/18,08/23/18,7,23,3,0.05,460.63,837.5
612,In-Store,WARE-UHY1004,04/10/18,08/10/18,09/07/18,7,233,2,0.1,"2,552.03","3,926.20"
613,In-Store,WARE-PUJ1005,04/10/18,08/10/18,08/31/18,5,308,5,0.05,"4,797.87","6,231.00"
614,Online,WARE-UHY1004,04/10/18,08/10/18,08/17/18,12,236,4,0.075,"2,871.02","3,932.90"
615,Distributor,WARE-NMK1003,04/10/18,08/10/18,09/02/18,23,156,4,0.075,"2,816.14","3,966.40"
616,Distributor,WARE-NBV1002,04/10/18,08/10/18,08/17/18,22,69,1,0.075,"1,581.07","2,291.40"
617,In-Store,WARE-NMK1003,04/10/18,08/10/18,08/17/18,11,182,5,0.4,"2,059.85","3,678.30"
618,Distributor,WARE-MKL1006,04/10/18,08/11/18,09/03/18,25,358,7,0.075,"3,039.92","3,999.90"
619,Online,WARE-PUJ1005,04/10/18,08/11/18,08/23/18,16,283,8,0.15,575.13,991.6
620,Online,WARE-NMK1003,04/10/18,08/11/18,08/20/18,14,140,6,0.2,"4,248.74","5,447.10"
621,Online,WARE-NMK1003,04/10/18,08/11/18,09/04/18,13,178,3,0.075,"1,054.45","2,452.20"
622,In-Store,WARE-NMK1003,04/10/18,08/11/18,09/01/18,10,201,4,0.15,469.2,998.3
623,In-Store,WARE-UHY1004,04/10/18,08/11/18,08/28/18,8,248,4,0.2,577.81,"1,313.20"
624,In-Store,WARE-XYS1001,04/10/18,08/11/18,08/28/18,1,15,1,0.1,"1,658.25","2,512.50"
625,Wholesale,WARE-UHY1004,04/10/18,08/12/18,09/08/18,28,238,6,0.05,"3,528.76","5,346.60"
626,In-Store,WARE-MKL1006,04/10/18,08/12/18,08/26/18,11,331,2,0.1,"2,496.42","3,618.00"
627,Online,WARE-NMK1003,04/10/18,08/12/18,08/23/18,17,125,7,0.075,"1,500.80","1,876.00"
628,In-Store,WARE-XYS1001,04/10/18,08/12/18,08/29/18,5,44,1,0.1,201.13,254.6
629,In-Store,WARE-NMK1003,04/10/18,08/12/18,08/18/18,10,157,3,0.15,"1,530.28","3,825.70"
630,In-Store,WARE-PUJ1005,04/10/18,08/12/18,09/07/18,5,284,6,0.15,"1,620.86","2,251.20"
631,Distributor,WARE-NMK1003,04/10/18,08/12/18,09/04/18,23,132,8,0.075,"3,090.24","4,013.30"
632,Wholesale,WARE-NMK1003,04/10/18,08/12/18,09/08/18,28,152,1,0.05,836.16,"1,072.00"
633,Distributor,WARE-PUJ1005,04/10/18,08/13/18,08/25/18,23,275,3,0.15,"2,090.07","2,458.90"
634,In-Store,WARE-NMK1003,04/10/18,08/13/18,09/07/18,7,161,8,0.075,"1,013.04","1,809.00"
635,Online,WARE-PUJ1005,04/10/18,08/13/18,09/04/18,14,265,7,0.05,"1,158.16","1,728.60"
636,Online,WARE-NMK1003,04/10/18,08/13/18,08/29/18,13,186,6,0.075,"2,677.32","3,718.50"
637,In-Store,WARE-NBV1002,04/10/18,08/13/18,09/04/18,1,64,3,0.05,150.15,180.9
638,Wholesale,WARE-NMK1003,04/10/18,08/13/18,08/15/18,26,103,1,0.075,"3,269.87","3,939.60"
639,Distributor,WARE-XYS1001,04/10/18,08/13/18,08/20/18,21,33,6,0.075,"1,196.35","1,869.30"
640,In-Store,WARE-MKL1006,04/10/18,08/13/18,09/01/18,6,360,5,0.05,691.44,864.3
641,Distributor,WARE-NMK1003,04/10/18,08/13/18,09/05/18,21,105,3,0.1,835.09,"1,098.80"
642,In-Store,WARE-UHY1004,04/10/18,08/13/18,08/17/18,8,227,4,0.075,"2,730.52","3,845.80"
643,In-Store,WARE-NMK1003,04/10/18,08/13/18,09/07/18,11,113,3,0.075,"3,882.11","5,246.10"
644,Online,WARE-PUJ1005,04/10/18,08/13/18,09/05/18,13,313,8,0.1,404.81,763.8
645,Distributor,WARE-NMK1003,04/10/18,08/14/18,08/28/18,22,118,1,0.4,"2,673.30","3,819.00"
646,In-Store,WARE-PUJ1005,04/10/18,08/14/18,08/24/18,7,292,2,0.15,"2,013.08","2,425.40"
647,Online,WARE-NBV1002,04/10/18,08/14/18,08/30/18,18,65,6,0.05,884.33,"1,319.90"
648,In-Store,WARE-NMK1003,04/10/18,08/14/18,09/06/18,11,111,6,0.15,529.03,"1,125.60"
649,In-Store,WARE-XYS1001,04/10/18,08/14/18,09/05/18,3,27,3,0.1,"2,590.42","6,318.10"
650,In-Store,WARE-NMK1003,04/10/18,08/14/18,09/07/18,2,182,8,0.05,"1,459.26","3,242.80"
651,Wholesale,WARE-NMK1003,04/10/18,08/14/18,08/31/18,26,167,4,0.15,"1,142.42","1,936.30"
652,Online,WARE-UHY1004,04/10/18,08/14/18,09/09/18,17,220,4,0.05,"3,038.65","3,946.30"
653,Online,WARE-XYS1001,04/10/18,08/14/18,08/22/18,14,12,6,0.075,442.27,"1,078.70"
654,Distributor,WARE-NMK1003,04/10/18,08/15/18,08/20/18,24,117,3,0.075,"3,967.34","5,587.80"
655,Distributor,WARE-XYS1001,04/10/18,08/15/18,09/10/18,25,50,1,0.4,"1,896.37","3,108.80"
656,Wholesale,WARE-NMK1003,04/10/18,08/15/18,08/28/18,27,120,1,0.05,661.96,871
657,In-Store,WARE-PUJ1005,04/10/18,08/15/18,08/28/18,2,279,7,0.1,"1,543.35","1,815.70"
658,Online,WARE-UHY1004,04/10/18,08/15/18,09/04/18,16,231,7,0.075,541.7,984.9
659,Distributor,WARE-MKL1006,04/10/18,08/15/18,09/12/18,22,354,3,0.075,"1,727.53","3,926.20"
660,Online,WARE-PUJ1005,04/10/18,08/16/18,09/13/18,13,304,1,0.075,126.63,234.5
661,In-Store,WARE-UHY1004,04/10/18,08/16/18,09/11/18,8,204,8,0.2,"1,429.51","2,552.70"
662,In-Store,WARE-UHY1004,04/10/18,08/16/18,08/23/18,2,223,4,0.05,591.74,857.6
663,In-Store,WARE-NBV1002,04/10/18,08/16/18,08/29/18,1,70,3,0.05,553.96,"1,065.30"
664,Online,WARE-MKL1006,04/10/18,08/16/18,09/11/18,17,332,4,0.2,"1,581.20","1,976.50"
665,In-Store,WARE-NMK1003,04/10/18,08/16/18,09/11/18,6,117,2,0.3,"2,725.76","3,839.10"
666,Online,WARE-UHY1004,04/10/18,08/16/18,09/10/18,16,221,3,0.05,"2,807.57","3,899.40"
667,In-Store,WARE-UHY1004,04/10/18,08/16/18,09/04/18,4,220,6,0.05,85.02,180.9
668,Wholesale,WARE-PUJ1005,04/10/18,08/16/18,09/08/18,25,282,6,0.15,588.53,"1,226.10"
669,Distributor,WARE-PUJ1005,04/10/18,08/16/18,09/03/18,24,263,8,0.05,313.56,783.9
670,In-Store,WARE-UHY1004,04/10/18,08/17/18,09/08/18,7,253,7,0.15,489.1,978.2
671,Online,WARE-PUJ1005,04/10/18,08/17/18,09/05/18,16,280,6,0.15,"1,616.24","3,169.10"
672,Online,WARE-NMK1003,04/10/18,08/17/18,09/09/18,18,95,2,0.1,"1,497.05","3,055.20"
673,Wholesale,WARE-NMK1003,04/10/18,08/17/18,09/12/18,28,202,4,0.1,"1,563.78","2,606.30"
674,In-Store,WARE-NMK1003,04/10/18,08/17/18,09/03/18,4,187,7,0.075,794.35,"1,045.20"
675,In-Store,WARE-UHY1004,04/10/18,08/17/18,08/25/18,6,208,8,0.3,"1,069.32","1,909.50"
676,Distributor,WARE-NMK1003,04/10/18,08/17/18,09/14/18,23,104,3,0.15,689.43,984.9
677,In-Store,WARE-NMK1003,04/10/18,08/17/18,09/09/18,1,153,6,0.075,944.3,"1,165.80"
678,In-Store,WARE-NMK1003,04/10/18,08/17/18,08/30/18,8,129,7,0.05,944.3,"1,748.70"
679,In-Store,WARE-MKL1006,04/10/18,08/17/18,08/21/18,1,357,3,0.1,"2,024.07","3,819.00"
680,Online,WARE-NMK1003,04/10/18,08/17/18,08/26/18,17,191,1,0.05,744.71,"1,145.70"
681,In-Store,WARE-UHY1004,04/10/18,08/17/18,08/24/18,8,214,5,0.15,"1,968.19","3,644.80"
682,In-Store,WARE-NMK1003,04/10/18,08/17/18,08/30/18,6,171,5,0.1,"3,092.72","3,865.90"
683,Distributor,WARE-XYS1001,04/10/18,08/17/18,09/11/18,21,12,6,0.05,110.75,194.3
684,Online,WARE-NMK1003,04/10/18,08/18/18,09/06/18,16,139,2,0.075,"1,681.70","3,363.40"
685,In-Store,WARE-XYS1001,04/10/18,08/18/18,08/30/18,9,51,5,0.075,"2,406.64","3,008.30"
686,In-Store,WARE-UHY1004,04/10/18,08/18/18,09/09/18,8,241,1,0.075,"2,230.30","3,055.20"
687,Wholesale,WARE-XYS1001,04/10/18,08/18/18,08/28/18,26,57,8,0.1,629.4,"1,031.80"
688,Distributor,WARE-NBV1002,04/10/18,08/18/18,09/03/18,21,73,7,0.05,"2,127.38","3,939.60"
689,Distributor,WARE-NMK1003,04/10/18,08/18/18,08/31/18,23,138,4,0.075,"2,720.20","3,886.00"
690,In-Store,WARE-XYS1001,04/10/18,08/18/18,09/04/18,1,36,2,0.05,"1,896.37","3,108.80"
691,Online,WARE-UHY1004,04/10/18,08/18/18,09/15/18,12,226,1,0.075,505.85,"1,011.70"
692,Online,WARE-UHY1004,04/10/18,08/18/18,09/15/18,12,258,5,0.3,"1,327.40","2,552.70"
693,In-Store,WARE-NMK1003,04/10/18,08/18/18,09/14/18,10,162,5,0.1,954.75,"1,675.00"
694,Distributor,WARE-NMK1003,04/10/18,08/19/18,09/08/18,24,155,5,0.05,831.47,"1,139.00"
695,Wholesale,WARE-NMK1003,04/10/18,08/19/18,08/26/18,25,124,7,0.4,"3,802.92","6,338.20"
696,Online,WARE-UHY1004,04/10/18,08/19/18,08/28/18,16,258,3,0.05,"1,874.12","2,231.10"
697,Distributor,WARE-NBV1002,04/10/18,08/19/18,09/05/18,21,79,6,0.2,"1,525.59","2,311.50"
698,Online,WARE-XYS1001,04/10/18,08/19/18,09/09/18,19,17,7,0.05,"2,835.98","3,832.40"
699,Online,WARE-PUJ1005,04/10/18,08/19/18,09/06/18,16,326,6,0.1,793.95,"1,005.00"
700,In-Store,WARE-XYS1001,04/10/18,08/19/18,08/24/18,5,16,8,0.15,671.14,"1,065.30"
701,In-Store,WARE-NMK1003,04/10/18,08/19/18,09/06/18,11,169,3,0.1,"1,454.84","1,889.40"
702,Online,WARE-PUJ1005,04/10/18,08/20/18,09/14/18,17,272,4,0.1,108.88,167.5
703,In-Store,WARE-PUJ1005,04/10/18,08/20/18,09/03/18,11,278,3,0.075,"2,472.30","6,030.00"
704,In-Store,WARE-PUJ1005,04/10/18,08/20/18,09/17/18,5,302,2,0.1,527.63,837.5
705,In-Store,WARE-NBV1002,04/10/18,08/20/18,09/02/18,3,77,6,0.1,"1,051.50","1,782.20"
706,Online,WARE-NMK1003,04/10/18,08/20/18,09/10/18,17,173,8,0.075,439.25,998.3
707,In-Store,WARE-PUJ1005,04/10/18,08/20/18,09/09/18,11,319,4,0.15,"2,679.93","3,999.90"
708,Online,WARE-PUJ1005,04/10/18,08/21/18,09/12/18,12,305,8,0.15,"1,118.70","1,896.10"
709,Distributor,WARE-NMK1003,04/10/18,08/21/18,09/15/18,24,151,2,0.075,477.71,"1,038.50"
710,Distributor,WARE-NMK1003,04/10/18,08/21/18,08/30/18,24,170,2,0.05,"3,071.28","3,839.10"
711,In-Store,WARE-NMK1003,04/10/18,08/21/18,09/11/18,4,129,1,0.1,535.46,743.7
712,Wholesale,WARE-NMK1003,04/10/18,08/21/18,09/09/18,26,92,6,0.15,"1,100.48","2,445.50"
713,In-Store,WARE-PUJ1005,04/10/18,08/21/18,09/05/18,8,297,7,0.2,"1,463.28","2,613.00"
714,In-Store,WARE-NMK1003,04/10/18,08/21/18,08/23/18,1,200,8,0.1,127.57,187.6
715,Online,WARE-NMK1003,04/10/18,08/21/18,09/13/18,20,198,2,0.05,"3,845.80","5,494.00"
716,In-Store,WARE-UHY1004,04/10/18,08/21/18,09/18/18,11,230,2,0.2,"4,625.68","5,782.10"
717,Distributor,WARE-XYS1001,04/10/18,08/21/18,08/27/18,23,33,5,0.075,"2,052.48","3,872.60"
718,Wholesale,WARE-PUJ1005,04/10/18,08/22/18,09/09/18,26,261,5,0.075,"3,544.97","6,445.40"
719,Online,WARE-NMK1003,07/19/18,08/22/18,09/18/18,17,95,7,0.05,93.4,227.8
720,Wholesale,WARE-XYS1001,04/10/18,08/22/18,08/31/18,26,22,5,0.15,151.22,247.9
721,Online,WARE-NMK1003,04/10/18,08/22/18,08/25/18,18,102,8,0.075,763.53,"1,031.80"
722,Online,WARE-MKL1006,07/19/18,08/22/18,08/24/18,14,353,3,0.05,"1,499.33","2,237.80"
723,In-Store,WARE-NMK1003,04/10/18,08/22/18,09/12/18,8,121,5,0.1,825.44,"1,179.20"
724,In-Store,WARE-UHY1004,04/10/18,08/22/18,09/06/18,5,238,7,0.075,"1,546.03","2,378.50"
725,Online,WARE-NMK1003,04/10/18,08/22/18,09/14/18,12,134,1,0.05,768.83,"1,025.10"
726,Distributor,WARE-NMK1003,04/10/18,08/22/18,08/24/18,21,136,6,0.05,720.92,"1,802.30"
727,Online,WARE-NMK1003,04/10/18,08/22/18,08/30/18,15,120,6,0.075,"1,015.59","1,916.20"
728,In-Store,WARE-NBV1002,04/10/18,08/23/18,09/10/18,12,79,6,0.2,"1,661.94","3,021.70"
729,Distributor,WARE-NBV1002,04/10/18,08/23/18,09/20/18,23,78,3,0.4,"1,710.91","2,251.20"
730,In-Store,WARE-NMK1003,04/10/18,08/23/18,09/07/18,12,156,4,0.075,"1,074.08","2,619.70"
731,Online,WARE-UHY1004,04/10/18,08/23/18,08/26/18,13,227,2,0.075,884.4,"2,010.00"
732,In-Store,WARE-NMK1003,04/10/18,08/23/18,08/25/18,8,89,6,0.4,687.42,"1,145.70"
733,Online,WARE-UHY1004,04/10/18,08/23/18,09/17/18,16,252,3,0.15,"1,447.20","3,618.00"
734,In-Store,WARE-UHY1004,04/10/18,08/23/18,09/08/18,9,217,5,0.05,"2,982.84","3,551.00"
735,Online,WARE-UHY1004,04/10/18,08/23/18,08/25/18,13,222,5,0.075,736.87,944.7
736,In-Store,WARE-XYS1001,04/10/18,08/23/18,09/03/18,11,29,4,0.075,74.91,174.2
737,Online,WARE-XYS1001,04/10/18,08/23/18,09/16/18,13,17,4,0.075,"1,465.29","1,809.00"
738,Online,WARE-XYS1001,04/10/18,08/24/18,09/01/18,14,57,8,0.05,"1,876.80","3,993.20"
739,Online,WARE-NMK1003,04/10/18,08/24/18,09/19/18,16,91,6,0.075,793.95,"1,005.00"
740,In-Store,WARE-NMK1003,07/19/18,08/24/18,08/28/18,8,147,8,0.075,"2,176.83","3,819.00"
741,In-Store,WARE-UHY1004,04/10/18,08/24/18,09/12/18,5,215,2,0.05,968.02,"2,251.20"
742,In-Store,WARE-NMK1003,04/10/18,08/24/18,08/28/18,6,106,8,0.05,665.71,964.8
743,In-Store,WARE-PUJ1005,04/10/18,08/24/18,08/28/18,3,307,2,0.05,733.25,"1,018.40"
744,Wholesale,WARE-MKL1006,04/10/18,08/25/18,09/04/18,27,330,7,0.075,117.59,261.3
745,Online,WARE-NMK1003,04/10/18,08/25/18,09/13/18,15,194,1,0.075,"1,530.48","2,887.70"
746,In-Store,WARE-NMK1003,04/10/18,08/25/18,09/14/18,10,143,1,0.1,857.06,"1,098.80"
747,Online,WARE-XYS1001,04/10/18,08/25/18,09/05/18,12,1,5,0.05,"1,596.74","2,217.70"
748,In-Store,WARE-NMK1003,04/10/18,08/25/18,08/30/18,3,93,1,0.075,165.49,254.6
749,Wholesale,WARE-NBV1002,04/10/18,08/25/18,09/07/18,25,60,4,0.075,"2,018.64","2,432.10"
750,In-Store,WARE-UHY1004,04/10/18,08/25/18,08/29/18,2,237,4,0.075,"1,624.42","2,499.10"
751,In-Store,WARE-MKL1006,04/10/18,08/25/18,09/01/18,2,361,8,0.15,"1,497.05","3,564.40"
752,In-Store,WARE-NMK1003,04/10/18,08/25/18,09/09/18,1,115,8,0.075,"1,595.54","2,532.60"
753,Wholesale,WARE-NMK1003,04/10/18,08/26/18,09/23/18,26,89,5,0.1,"1,043.59","1,768.80"
754,Distributor,WARE-PUJ1005,04/10/18,08/26/18,09/17/18,22,323,4,0.05,"1,222.75","2,445.50"
755,Wholesale,WARE-XYS1001,07/19/18,08/26/18,09/01/18,27,48,4,0.075,"4,567.52","5,855.80"
756,Online,WARE-UHY1004,04/10/18,08/26/18,09/13/18,19,210,3,0.3,"3,223.64","3,979.80"
757,Online,WARE-UHY1004,04/10/18,08/26/18,09/03/18,13,223,8,0.05,443.81,964.8
758,In-Store,WARE-UHY1004,04/10/18,08/27/18,08/29/18,4,224,3,0.075,158.66,247.9
759,In-Store,WARE-UHY1004,04/10/18,08/27/18,08/30/18,3,255,7,0.1,"2,264.33","3,189.20"
760,Online,WARE-PUJ1005,04/10/18,08/27/18,09/20/18,20,312,3,0.1,"2,830.15","5,339.90"
761,Distributor,WARE-XYS1001,04/10/18,08/27/18,09/15/18,24,36,2,0.15,717.57,"1,139.00"
762,Online,WARE-NMK1003,04/10/18,08/27/18,09/05/18,15,145,5,0.05,91.39,207.7
763,Online,WARE-PUJ1005,07/19/18,08/27/18,09/05/18,13,302,6,0.075,"1,242.85","2,345.00"
764,In-Store,WARE-NMK1003,04/10/18,08/27/18,08/30/18,9,99,4,0.05,"1,824.08","2,432.10"
765,In-Store,WARE-UHY1004,04/10/18,08/27/18,09/19/18,8,249,6,0.075,578.34,"1,112.20"
766,Online,WARE-NMK1003,04/10/18,08/27/18,09/05/18,19,146,7,0.075,670.27,"1,098.80"
767,Distributor,WARE-PUJ1005,04/10/18,08/27/18,09/02/18,24,307,5,0.05,741.82,"1,159.10"
768,Distributor,WARE-NMK1003,04/10/18,08/27/18,09/19/18,21,159,8,0.05,"1,253.30","2,666.60"
769,Online,WARE-PUJ1005,04/10/18,08/27/18,09/23/18,15,307,8,0.075,"1,190.32","2,834.10"
770,Online,WARE-NBV1002,04/10/18,08/27/18,09/21/18,17,81,8,0.15,"2,450.86","3,953.00"
771,In-Store,WARE-PUJ1005,04/10/18,08/27/18,09/07/18,11,269,8,0.15,"1,127.74","1,762.10"
772,Online,WARE-MKL1006,04/10/18,08/28/18,09/11/18,12,330,1,0.05,"1,400.17","2,592.90"
773,Wholesale,WARE-NBV1002,04/10/18,08/28/18,09/16/18,25,80,6,0.075,"1,378.19","2,505.80"
774,Online,WARE-MKL1006,04/10/18,08/28/18,09/22/18,18,361,5,0.05,137.95,194.3
775,In-Store,WARE-MKL1006,04/10/18,08/28/18,09/16/18,3,355,6,0.2,"2,852.93","5,822.30"
776,In-Store,WARE-PUJ1005,04/10/18,08/29/18,09/01/18,5,320,2,0.1,"1,434.40","1,815.70"
777,Online,WARE-NMK1003,04/10/18,08/29/18,09/12/18,13,192,8,0.4,"2,148.36","3,906.10"
778,Wholesale,WARE-UHY1004,04/10/18,08/29/18,09/07/18,26,239,1,0.1,"1,766.79","3,926.20"
779,Online,WARE-NMK1003,04/10/18,08/29/18,09/23/18,18,168,2,0.1,"4,960.28","6,123.80"
780,Distributor,WARE-XYS1001,04/10/18,08/29/18,09/25/18,21,58,1,0.15,962.46,"1,132.30"
781,Online,WARE-UHY1004,07/19/18,08/29/18,09/11/18,14,237,2,0.1,"2,315.52","3,859.20"
782,Wholesale,WARE-UHY1004,04/10/18,08/29/18,09/08/18,27,225,3,0.075,454.46,797.3
783,Online,WARE-PUJ1005,07/19/18,08/29/18,09/09/18,13,314,3,0.15,"3,174.26","5,380.10"
784,Online,WARE-NMK1003,04/10/18,08/30/18,09/03/18,17,135,8,0.05,"2,870.28","3,986.50"
785,In-Store,WARE-XYS1001,07/19/18,08/30/18,09/15/18,3,20,5,0.2,951.13,"1,219.40"
786,Online,WARE-NMK1003,04/10/18,08/30/18,09/10/18,18,186,6,0.05,"1,345.36","1,681.70"
787,In-Store,WARE-XYS1001,04/10/18,08/30/18,09/27/18,3,21,2,0.05,80.13,174.2
788,Wholesale,WARE-NMK1003,04/10/18,08/30/18,09/10/18,27,138,4,0.2,"1,739.66","3,865.90"
789,In-Store,WARE-NMK1003,07/19/18,08/30/18,09/14/18,10,166,2,0.05,"2,514.78","5,132.20"
790,In-Store,WARE-NMK1003,07/19/18,08/30/18,09/03/18,6,110,3,0.1,987.71,"1,829.10"
791,Distributor,WARE-MKL1006,07/19/18,08/30/18,09/01/18,22,356,3,0.2,"2,023.94","3,162.40"
792,Wholesale,WARE-XYS1001,07/19/18,08/30/18,09/10/18,27,5,2,0.075,"2,746.67","6,103.70"
793,In-Store,WARE-UHY1004,07/19/18,08/30/18,09/08/18,8,239,6,0.3,600.32,750.4
794,Distributor,WARE-UHY1004,04/10/18,08/31/18,09/17/18,22,226,2,0.05,100.5,167.5
795,In-Store,WARE-NMK1003,04/10/18,08/31/18,09/16/18,7,196,8,0.075,"2,069.50","2,653.20"
796,In-Store,WARE-XYS1001,04/10/18,08/31/18,09/28/18,9,11,4,0.15,"1,594.40","3,008.30"
797,Online,WARE-PUJ1005,04/10/18,08/31/18,09/19/18,13,264,2,0.1,338.15,690.1
798,Wholesale,WARE-NMK1003,04/10/18,08/31/18,09/16/18,27,116,8,0.15,474.63,"1,031.80"
799,Distributor,WARE-MKL1006,04/10/18,08/31/18,09/03/18,21,361,3,0.3,371.45,884.4
800,Distributor,WARE-NMK1003,04/10/18,09/01/18,09/27/18,25,107,4,0.05,469.94,"1,118.90"
801,Online,WARE-NMK1003,04/10/18,09/01/18,09/28/18,19,134,4,0.05,958.7,"2,338.30"
802,Online,WARE-NMK1003,04/10/18,09/01/18,09/17/18,20,119,2,0.05,551.28,810.7
803,Online,WARE-NMK1003,04/10/18,09/01/18,09/12/18,15,130,7,0.1,"1,651.82","3,932.90"
804,Distributor,WARE-NBV1002,04/10/18,09/01/18,09/11/18,25,87,4,0.1,337.68,844.2
805,Wholesale,WARE-UHY1004,04/10/18,09/01/18,09/11/18,26,218,4,0.1,119.39,180.9
806,Online,WARE-UHY1004,04/10/18,09/01/18,09/12/18,13,258,7,0.075,"1,986.68","2,365.10"
807,In-Store,WARE-NMK1003,04/10/18,09/01/18,09/15/18,7,99,4,0.1,"1,084.86","2,358.40"
808,In-Store,WARE-UHY1004,07/19/18,09/02/18,09/28/18,3,212,7,0.075,"1,171.63","1,748.70"
809,Online,WARE-UHY1004,07/19/18,09/02/18,09/09/18,13,212,3,0.05,"1,202.78","1,822.40"
810,Online,WARE-MKL1006,04/10/18,09/02/18,09/28/18,16,364,3,0.075,684,824.1
811,Wholesale,WARE-MKL1006,04/10/18,09/02/18,09/14/18,26,342,7,0.075,"1,317.89","1,882.70"
812,In-Store,WARE-NMK1003,04/10/18,09/02/18,09/08/18,9,92,5,0.075,"1,565.79","3,819.00"
813,Online,WARE-PUJ1005,04/10/18,09/02/18,09/18/18,13,298,4,0.05,672.95,"1,085.40"
814,Wholesale,WARE-PUJ1005,04/10/18,09/02/18,09/29/18,26,283,8,0.075,857.6,"1,072.00"
815,Wholesale,WARE-NMK1003,04/10/18,09/02/18,09/20/18,26,150,8,0.075,441.8,"1,051.90"
816,In-Store,WARE-UHY1004,04/10/18,09/03/18,09/16/18,4,232,4,0.05,584.31,"1,025.10"
817,Online,WARE-NMK1003,04/10/18,09/03/18,10/01/18,16,182,2,0.15,"1,026.31","2,231.10"
818,Distributor,WARE-NMK1003,07/19/18,09/03/18,09/13/18,25,183,2,0.2,117.59,261.3
819,In-Store,WARE-XYS1001,04/10/18,09/04/18,09/29/18,11,49,3,0.2,"2,960.33","3,524.20"
820,In-Store,WARE-MKL1006,04/10/18,09/04/18,09/23/18,3,356,6,0.3,"3,207.96","3,819.00"
821,Wholesale,WARE-NBV1002,07/19/18,09/04/18,09/27/18,27,66,5,0.15,"2,560.34","3,879.30"
822,In-Store,WARE-UHY1004,04/10/18,09/04/18,09/07/18,8,217,3,0.2,132.12,227.8
823,Online,WARE-UHY1004,04/10/18,09/04/18,09/18/18,20,251,2,0.1,847.82,"1,145.70"
824,Distributor,WARE-XYS1001,07/19/18,09/04/18,09/10/18,20,41,2,0.05,"1,134.98","2,579.50"
825,Online,WARE-UHY1004,04/10/18,09/04/18,10/01/18,13,239,8,0.2,464.31,"1,105.50"
826,Wholesale,WARE-PUJ1005,04/10/18,09/04/18,09/17/18,28,271,4,0.4,"1,215.85","1,762.10"
827,Online,WARE-PUJ1005,07/19/18,09/04/18,09/28/18,13,287,3,0.2,935.25,"1,989.90"
828,In-Store,WARE-NMK1003,04/10/18,09/05/18,09/26/18,7,159,3,0.1,198.59,261.3
829,Wholesale,WARE-XYS1001,04/10/18,09/05/18,09/07/18,27,31,6,0.1,675.36,"1,072.00"
830,In-Store,WARE-NMK1003,04/10/18,09/05/18,10/03/18,12,184,5,0.075,899.81,"1,058.60"
831,In-Store,WARE-UHY1004,07/19/18,09/05/18,10/01/18,9,211,7,0.05,131.39,247.9
